"location","age","pop","code"
"Kentucky","51",55090,"KY"
"Kentucky","52",55281,"KY"
"Kentucky","53",56252,"KY"
"Kentucky","54",60679,"KY"
"Kentucky","55",61927,"KY"
"Kentucky","56",61209,"KY"
"Kentucky","57",61038,"KY"
"Kentucky","58",61307,"KY"
"Kentucky","59",61522,"KY"
"Kentucky","60",59842,"KY"
"Kentucky","61",59869,"KY"
"Kentucky","62",58732,"KY"
"Kentucky","63",56471,"KY"
"Kentucky","64",56372,"KY"
"Kentucky","65",53956,"KY"
"Kentucky","66",51201,"KY"
"Kentucky","67",49677,"KY"
"Kentucky","68",47804,"KY"
"Kentucky","69",46165,"KY"
"Kentucky","70",45346,"KY"
"Kentucky","71",43868,"KY"
"Kentucky","72",45788,"KY"
"Kentucky","73",32310,"KY"
"Kentucky","74",31761,"KY"
"Kentucky","75",30704,"KY"
"Kentucky","76",30813,"KY"
"Kentucky","77",26344,"KY"
"Kentucky","78",24224,"KY"
"Kentucky","79",22407,"KY"
"Kentucky","80",20856,"KY"
"Kentucky","81",19380,"KY"
"Kentucky","82",16631,"KY"
"Kentucky","83",15351,"KY"
"Kentucky","84",14110,"KY"
"Kentucky","85",3898,"KY"
"Kentucky","86",3898,"KY"
"Kentucky","87",3898,"KY"
"Kentucky","88",3898,"KY"
"Kentucky","89",3898,"KY"
"Kentucky","90",3898,"KY"
"Kentucky","91",3898,"KY"
"Kentucky","92",3898,"KY"
"Kentucky","93",3898,"KY"
"Kentucky","94",3898,"KY"
"Kentucky","95",3898,"KY"
"Kentucky","96",3898,"KY"
"Kentucky","97",3898,"KY"
"Kentucky","98",3898,"KY"
"Kentucky","99",3898,"KY"
"Kentucky","100",3898,"KY"
"Kentucky","101",3898,"KY"
"Kentucky","102",3898,"KY"
"Kentucky","103",3898,"KY"
"Kentucky","104",3898,"KY"
"Kentucky","105",3898,"KY"
"Louisiana","0",58010,"LA"
"Louisiana","1",58976,"LA"
"Louisiana","2",61029,"LA"
"Louisiana","3",61801,"LA"
"Louisiana","4",61653,"LA"
"Louisiana","5",61580,"LA"
"Louisiana","6",60148,"LA"
"Louisiana","7",59786,"LA"
"Louisiana","8",59921,"LA"
"Louisiana","9",59782,"LA"
"Louisiana","10",60333,"LA"
"Louisiana","11",62457,"LA"
"Louisiana","12",62704,"LA"
"Louisiana","13",60878,"LA"
"Louisiana","14",60347,"LA"
"Louisiana","15",59643,"LA"
"Louisiana","16",59297,"LA"
"Louisiana","17",59285,"LA"
"Louisiana","18",58075,"LA"
"Louisiana","19",57560,"LA"
"Louisiana","20",58379,"LA"
"Louisiana","21",60105,"LA"
"Louisiana","22",61070,"LA"
"Louisiana","23",61389,"LA"
"Louisiana","24",62465,"LA"
"Louisiana","25",63869,"LA"
"Louisiana","26",64861,"LA"
"Louisiana","27",67001,"LA"
"Louisiana","28",70306,"LA"
"Louisiana","29",69208,"LA"
"Louisiana","30",66752,"LA"
"Louisiana","31",63893,"LA"
"Louisiana","32",63466,"LA"
"Louisiana","33",63793,"LA"
"Louisiana","34",65078,"LA"
"Louisiana","35",62826,"LA"
"Louisiana","36",63819,"LA"
"Louisiana","37",63343,"LA"
"Louisiana","38",62669,"LA"
"Louisiana","39",62468,"LA"
"Louisiana","40",58208,"LA"
"Louisiana","41",56171,"LA"
"Louisiana","42",55439,"LA"
"Louisiana","43",52447,"LA"
"Louisiana","44",52464,"LA"
"Louisiana","45",50802,"LA"
"Louisiana","46",51595,"LA"
"Louisiana","47",54243,"LA"
"Louisiana","48",56386,"LA"
"Louisiana","49",56471,"LA"
"Louisiana","50",54535,"LA"
"Louisiana","51",54145,"LA"
"Louisiana","52",54518,"LA"
"Louisiana","53",55799,"LA"
"Louisiana","54",59854,"LA"
"Louisiana","55",60992,"LA"
"Louisiana","56",60975,"LA"
"Louisiana","57",61400,"LA"
"Louisiana","58",61812,"LA"
"Louisiana","59",63167,"LA"
"Louisiana","60",61279,"LA"
"Louisiana","61",59825,"LA"
"Louisiana","62",59668,"LA"
"Louisiana","63",58056,"LA"
"Louisiana","64",57496,"LA"
"Louisiana","65",54608,"LA"
"Louisiana","66",51461,"LA"
"Louisiana","67",49020,"LA"
"Louisiana","68",47856,"LA"
"Louisiana","69",45978,"LA"
"Louisiana","70",43751,"LA"
"Louisiana","71",42670,"LA"
"Louisiana","72",44025,"LA"
"Louisiana","73",31766,"LA"
"Louisiana","74",31399,"LA"
"Louisiana","75",29930,"LA"
"Louisiana","76",29833,"LA"
"Louisiana","77",25779,"LA"
"Louisiana","78",23593,"LA"
"Louisiana","79",22006,"LA"
"Louisiana","80",20053,"LA"
"Louisiana","81",18929,"LA"
"Louisiana","82",16675,"LA"
"Louisiana","83",15461,"LA"
"Louisiana","84",14172,"LA"
"Louisiana","85",3907,"LA"
"Louisiana","86",3907,"LA"
"Louisiana","87",3907,"LA"
"Louisiana","88",3907,"LA"
"Louisiana","89",3907,"LA"
"Louisiana","90",3907,"LA"
"Louisiana","91",3907,"LA"
"Louisiana","92",3907,"LA"
"Louisiana","93",3907,"LA"
"Louisiana","94",3907,"LA"
"Louisiana","95",3907,"LA"
"Louisiana","96",3907,"LA"
"Louisiana","97",3907,"LA"
"Louisiana","98",3907,"LA"
"Louisiana","99",3907,"LA"
"Louisiana","100",3907,"LA"
"Louisiana","101",3907,"LA"
"Louisiana","102",3907,"LA"
"Louisiana","103",3907,"LA"
"Louisiana","104",3907,"LA"
"Louisiana","105",3907,"LA"
"Maine","0",12035,"ME"
"Maine","1",12355,"ME"
"Maine","2",12711,"ME"
"Maine","3",13104,"ME"
"Maine","4",13332,"ME"
"Maine","5",13305,"ME"
"Maine","6",13456,"ME"
"Maine","7",13373,"ME"
"Maine","8",13366,"ME"
"Maine","9",13924,"ME"
"Maine","10",13915,"ME"
"Maine","11",14400,"ME"
"Maine","12",14691,"ME"
"Maine","13",14747,"ME"
"Maine","14",14923,"ME"
"Maine","15",14885,"ME"
"Maine","16",15138,"ME"
"Maine","17",15182,"ME"
"Maine","18",16052,"ME"
"Maine","19",16264,"ME"
"Maine","20",15430,"ME"
"Maine","21",14953,"ME"
"Maine","22",14784,"ME"
"Maine","23",14509,"ME"
"Maine","24",14940,"ME"
"Maine","25",15561,"ME"
"Maine","26",15885,"ME"
"Maine","27",16330,"ME"
"Maine","28",16600,"ME"
"Maine","29",16668,"ME"
"Maine","30",16527,"ME"
"Maine","31",16376,"ME"
"Maine","32",16111,"ME"
"Maine","33",16486,"ME"
"Maine","34",16264,"ME"
"Maine","35",15523,"ME"
"Maine","36",15772,"ME"
"Maine","37",15941,"ME"
"Maine","38",15715,"ME"
"Maine","39",16214,"ME"
"Maine","40",15340,"ME"
"Maine","41",15182,"ME"
"Maine","42",14801,"ME"
"Maine","43",14477,"ME"
"Maine","44",15110,"ME"
"Maine","45",15036,"ME"
"Maine","46",15468,"ME"
"Maine","47",16746,"ME"
"Maine","48",17949,"ME"
"Maine","49",18109,"ME"
"Maine","50",17568,"ME"
"Maine","51",17558,"ME"
"Maine","52",18094,"ME"
"Maine","53",18635,"ME"
"Maine","54",19567,"ME"
"Maine","55",20536,"ME"
"Maine","56",20945,"ME"
"Maine","57",21291,"ME"
"Maine","58",21634,"ME"
"Maine","59",21511,"ME"
"Maine","60",21469,"ME"
"Maine","61",21685,"ME"
"Maine","62",21385,"ME"
"Maine","63",20675,"ME"
"Maine","64",20429,"ME"
"Maine","65",20161,"ME"
"Maine","66",19564,"ME"
"Maine","67",18755,"ME"
"Maine","68",17928,"ME"
"Maine","69",17362,"ME"
"Maine","70",17095,"ME"
"Maine","71",16973,"ME"
"Maine","72",17518,"ME"
"Maine","73",11988,"ME"
"Maine","74",11735,"ME"
"Maine","75",11680,"ME"
"Maine","76",11757,"ME"
"Maine","77",9923,"ME"
"Maine","78",8684,"ME"
"Maine","79",8018,"ME"
"Maine","80",7441,"ME"
"Maine","81",7029,"ME"
"Maine","82",6394,"ME"
"Maine","83",5939,"ME"
"Maine","84",5521,"ME"
"Maine","85",1610,"ME"
"Maine","86",1610,"ME"
"Maine","87",1610,"ME"
"Maine","88",1610,"ME"
"Maine","89",1610,"ME"
"Maine","90",1610,"ME"
"Maine","91",1610,"ME"
"Maine","92",1610,"ME"
"Maine","93",1610,"ME"
"Maine","94",1610,"ME"
"Maine","95",1610,"ME"
"Maine","96",1610,"ME"
"Maine","97",1610,"ME"
"Maine","98",1610,"ME"
"Maine","99",1610,"ME"
"Maine","100",1610,"ME"
"Maine","101",1610,"ME"
"Maine","102",1610,"ME"
"Maine","103",1610,"ME"
"Maine","104",1610,"ME"
"Maine","105",1610,"ME"
"Maryland","0",69926,"MD"
"Maryland","1",71658,"MD"
"Maryland","2",72309,"MD"
"Maryland","3",73738,"MD"
"Maryland","4",74306,"MD"
"Maryland","5",73246,"MD"
"Maryland","6",73366,"MD"
"Maryland","7",74072,"MD"
"Maryland","8",75067,"MD"
"Maryland","9",74804,"MD"
"Maryland","10",73727,"MD"
"Maryland","11",76574,"MD"
"Maryland","12",76406,"MD"
"Maryland","13",75370,"MD"
"Maryland","14",75237,"MD"
"Maryland","15",75230,"MD"
"Maryland","16",74773,"MD"
"Maryland","17",74878,"MD"
"Maryland","18",78815,"MD"
"Maryland","19",76219,"MD"
"Maryland","20",74171,"MD"
"Maryland","21",73700,"MD"
"Maryland","22",72874,"MD"
"Maryland","23",73604,"MD"
"Maryland","24",76766,"MD"
"Maryland","25",78483,"MD"
"Maryland","26",81126,"MD"
"Maryland","27",81877,"MD"
"Maryland","28",84256,"MD"
"Maryland","29",86402,"MD"
"Maryland","30",83597,"MD"
"Maryland","31",83356,"MD"
"Maryland","32",83263,"MD"
"Maryland","33",83217,"MD"
"Maryland","34",83672,"MD"
"Maryland","35",81643,"MD"
"Maryland","36",82334,"MD"
"Maryland","37",82113,"MD"
"Maryland","38",81828,"MD"
"Maryland","39",82610,"MD"
"Maryland","40",76978,"MD"
"Maryland","41",74926,"MD"
"Maryland","42",74326,"MD"
"Maryland","43",71912,"MD"
"Maryland","44",73543,"MD"
"Maryland","45",70525,"MD"
"Maryland","46",72601,"MD"
"Maryland","47",77094,"MD"
"Maryland","48",81970,"MD"
"Maryland","49",83584,"MD"
"Maryland","50",80112,"MD"
"Maryland","51",79955,"MD"
"Maryland","52",80341,"MD"
"Maryland","53",82443,"MD"
"Maryland","54",86842,"MD"
"Maryland","55",88216,"MD"
"Maryland","56",86816,"MD"
"Maryland","57",85611,"MD"
"Maryland","58",85741,"MD"
"Maryland","59",85304,"MD"
"Maryland","60",82389,"MD"
"Maryland","61",80049,"MD"
"Maryland","62",78060,"MD"
"Maryland","63",73914,"MD"
"Maryland","64",72419,"MD"
"Maryland","65",68109,"MD"
"Maryland","66",65595,"MD"
"Maryland","67",61523,"MD"
"Maryland","68",59935,"MD"
"Maryland","69",57359,"MD"
"Maryland","70",55715,"MD"
"Maryland","71",54976,"MD"
"Maryland","72",56581,"MD"
"Maryland","73",41308,"MD"
"Maryland","74",40481,"MD"
"Maryland","75",38574,"MD"
"Maryland","76",39420,"MD"
"Maryland","77",33969,"MD"
"Maryland","78",30238,"MD"
"Maryland","79",27751,"MD"
"Maryland","80",25654,"MD"
"Maryland","81",23889,"MD"
"Maryland","82",21199,"MD"
"Maryland","83",19574,"MD"
"Maryland","84",18153,"MD"
"Maryland","85",5685,"MD"
"Maryland","86",5685,"MD"
"Maryland","87",5685,"MD"
"Maryland","88",5685,"MD"
"Maryland","89",5685,"MD"
"Maryland","90",5685,"MD"
"Maryland","91",5685,"MD"
"Maryland","92",5685,"MD"
"Maryland","93",5685,"MD"
"Maryland","94",5685,"MD"
"Maryland","95",5685,"MD"
"Maryland","96",5685,"MD"
"Maryland","97",5685,"MD"
"Maryland","98",5685,"MD"
"Maryland","99",5685,"MD"
"Maryland","100",5685,"MD"
"Maryland","101",5685,"MD"
"Maryland","102",5685,"MD"
"Maryland","103",5685,"MD"
"Maryland","104",5685,"MD"
"Maryland","105",5685,"MD"
"Massachusetts","0",70791,"MA"
"Massachusetts","1",70819,"MA"
"Massachusetts","2",71300,"MA"
"Massachusetts","3",71913,"MA"
"Massachusetts","4",72539,"MA"
"Massachusetts","5",72797,"MA"
"Massachusetts","6",73268,"MA"
"Massachusetts","7",73611,"MA"
"Massachusetts","8",74839,"MA"
"Massachusetts","9",73935,"MA"
"Massachusetts","10",73749,"MA"
"Massachusetts","11",76197,"MA"
"Massachusetts","12",77005,"MA"
"Massachusetts","13",77354,"MA"
"Massachusetts","14",78280,"MA"
"Massachusetts","15",80675,"MA"
"Massachusetts","16",81506,"MA"
"Massachusetts","17",82222,"MA"
"Massachusetts","18",97816,"MA"
"Massachusetts","19",107615,"MA"
"Massachusetts","20",102592,"MA"
"Massachusetts","21",98606,"MA"
"Massachusetts","22",94852,"MA"
"Massachusetts","23",92866,"MA"
"Massachusetts","24",96374,"MA"
"Massachusetts","25",99135,"MA"
"Massachusetts","26",100800,"MA"
"Massachusetts","27",101116,"MA"
"Massachusetts","28",100927,"MA"
"Massachusetts","29",102528,"MA"
"Massachusetts","30",100545,"MA"
"Massachusetts","31",99594,"MA"
"Massachusetts","32",98048,"MA"
"Massachusetts","33",96398,"MA"
"Massachusetts","34",95363,"MA"
"Massachusetts","35",90620,"MA"
"Massachusetts","36",90693,"MA"
"Massachusetts","37",89258,"MA"
"Massachusetts","38",86651,"MA"
"Massachusetts","39",87579,"MA"
"Massachusetts","40",83429,"MA"
"Massachusetts","41",81618,"MA"
"Massachusetts","42",79648,"MA"
"Massachusetts","43",78283,"MA"
"Massachusetts","44",80594,"MA"
"Massachusetts","45",78971,"MA"
"Massachusetts","46",80813,"MA"
"Massachusetts","47",85019,"MA"
"Massachusetts","48",90691,"MA"
"Massachusetts","49",93562,"MA"
"Massachusetts","50",90298,"MA"
"Massachusetts","51",90374,"MA"
"Massachusetts","52",91538,"MA"
"Massachusetts","53",93810,"MA"
"Massachusetts","54",98557,"MA"
"Massachusetts","55",99382,"MA"
"Massachusetts","56",98490,"MA"
"Massachusetts","57",97343,"MA"
"Massachusetts","58",98002,"MA"
"Massachusetts","59",97744,"MA"
"Massachusetts","60",94559,"MA"
"Massachusetts","61",93677,"MA"
"Massachusetts","62",91077,"MA"
"Massachusetts","63",87174,"MA"
"Massachusetts","64",85742,"MA"
"Massachusetts","65",81495,"MA"
"Massachusetts","66",77937,"MA"
"Massachusetts","67",74104,"MA"
"Massachusetts","68",71292,"MA"
"Massachusetts","69",68900,"MA"
"Massachusetts","70",67124,"MA"
"Massachusetts","71",66090,"MA"
"Massachusetts","72",68638,"MA"
"Massachusetts","73",49455,"MA"
"Massachusetts","74",48270,"MA"
"Massachusetts","75",46461,"MA"
"Massachusetts","76",47435,"MA"
"Massachusetts","77",40183,"MA"
"Massachusetts","78",35310,"MA"
"Massachusetts","79",32614,"MA"
"Massachusetts","80",30565,"MA"
"Massachusetts","81",28934,"MA"
"Massachusetts","82",26588,"MA"
"Massachusetts","83",25006,"MA"
"Massachusetts","84",23408,"MA"
"Massachusetts","85",7596,"MA"
"Massachusetts","86",7596,"MA"
"Massachusetts","87",7596,"MA"
"Massachusetts","88",7596,"MA"
"Massachusetts","89",7596,"MA"
"Massachusetts","90",7596,"MA"
"Massachusetts","91",7596,"MA"
"Massachusetts","92",7596,"MA"
"Massachusetts","93",7596,"MA"
"Massachusetts","94",7596,"MA"
"Massachusetts","95",7596,"MA"
"Massachusetts","96",7596,"MA"
"Massachusetts","97",7596,"MA"
"Massachusetts","98",7596,"MA"
"Massachusetts","99",7596,"MA"
"Massachusetts","100",7596,"MA"
"Massachusetts","101",7596,"MA"
"Massachusetts","102",7596,"MA"
"Massachusetts","103",7596,"MA"
"Massachusetts","104",7596,"MA"
"Massachusetts","105",7596,"MA"
"Michigan","0",109018,"MI"
"Michigan","1",110855,"MI"
"Michigan","2",113925,"MI"
"Michigan","3",115735,"MI"
"Michigan","4",116909,"MI"
"Michigan","5",117356,"MI"
"Michigan","6",116303,"MI"
"Michigan","7",116857,"MI"
"Michigan","8",117405,"MI"
"Michigan","9",118404,"MI"
"Michigan","10",117938,"MI"
"Michigan","11",121150,"MI"
"Michigan","12",123257,"MI"
"Michigan","13",123542,"MI"
"Michigan","14",124477,"MI"
"Michigan","15",126809,"MI"
"Michigan","16",126571,"MI"
"Michigan","17",127422,"MI"
"Michigan","18",132978,"MI"
"Michigan","19",130779,"MI"
"Michigan","20",133397,"MI"
"Michigan","21",137174,"MI"
"Michigan","22",137153,"MI"
"Michigan","23",136934,"MI"
"Michigan","24",137108,"MI"
"Michigan","25",136931,"MI"
"Michigan","26",137026,"MI"
"Michigan","27",139338,"MI"
"Michigan","28",143929,"MI"
"Michigan","29",140587,"MI"
"Michigan","30",128880,"MI"
"Michigan","31",123774,"MI"
"Michigan","32",119018,"MI"
"Michigan","33",120582,"MI"
"Michigan","34",121549,"MI"
"Michigan","35",117167,"MI"
"Michigan","36",119570,"MI"
"Michigan","37",120336,"MI"
"Michigan","38",120002,"MI"
"Michigan","39",122253,"MI"
"Michigan","40",116741,"MI"
"Michigan","41",114608,"MI"
"Michigan","42",112826,"MI"
"Michigan","43",109581,"MI"
"Michigan","44",113088,"MI"
"Michigan","45",111496,"MI"
"Michigan","46",114655,"MI"
"Michigan","47",122216,"MI"
"Michigan","48",131446,"MI"
"Michigan","49",132718,"MI"
"Michigan","50",126242,"MI"
"Michigan","51",124753,"MI"
"Michigan","52",126592,"MI"
"Michigan","53",128923,"MI"
"Michigan","54",135638,"MI"
"Michigan","55",140090,"MI"
"Michigan","56",140459,"MI"
"Michigan","57",141041,"MI"
"Michigan","58",143097,"MI"
"Michigan","59",143464,"MI"
"Michigan","60",141059,"MI"
"Michigan","61",142403,"MI"
"Michigan","62",140824,"MI"
"Michigan","63",134780,"MI"
"Michigan","64",132318,"MI"
"Michigan","65",126940,"MI"
"Michigan","66",121078,"MI"
"Michigan","67",117131,"MI"
"Michigan","68",112450,"MI"
"Michigan","69",106780,"MI"
"Michigan","70",103194,"MI"
"Michigan","71",100426,"MI"
"Michigan","72",103752,"MI"
"Michigan","73",73965,"MI"
"Michigan","74",71864,"MI"
"Michigan","75",70803,"MI"
"Michigan","76",73477,"MI"
"Michigan","77",63216,"MI"
"Michigan","78",55537,"MI"
"Michigan","79",50576,"MI"
"Michigan","80",46953,"MI"
"Michigan","81",43844,"MI"
"Michigan","82",39177,"MI"
"Michigan","83",36936,"MI"
"Michigan","84",34166,"MI"
"Michigan","85",10149,"MI"
"Michigan","86",10149,"MI"
"Michigan","87",10149,"MI"
"Michigan","88",10149,"MI"
"Michigan","89",10149,"MI"
"Michigan","90",10149,"MI"
"Michigan","91",10149,"MI"
"Michigan","92",10149,"MI"
"Michigan","93",10149,"MI"
"Michigan","94",10149,"MI"
"Michigan","95",10149,"MI"
"Michigan","96",10149,"MI"
"Michigan","97",10149,"MI"
"Michigan","98",10149,"MI"
"Michigan","99",10149,"MI"
"Michigan","100",10149,"MI"
"Michigan","101",10149,"MI"
"Michigan","102",10149,"MI"
"Michigan","103",10149,"MI"
"Michigan","104",10149,"MI"
"Michigan","105",10149,"MI"
"Minnesota","0",67629,"MN"
"Minnesota","1",68358,"MN"
"Minnesota","2",70924,"MN"
"Minnesota","3",71994,"MN"
"Minnesota","4",72717,"MN"
"Minnesota","5",73198,"MN"
"Minnesota","6",72479,"MN"
"Minnesota","7",72218,"MN"
"Minnesota","8",72021,"MN"
"Minnesota","9",72930,"MN"
"Minnesota","10",72470,"MN"
"Minnesota","11",74606,"MN"
"Minnesota","12",74885,"MN"
"Minnesota","13",73855,"MN"
"Minnesota","14",73931,"MN"
"Minnesota","15",74482,"MN"
"Minnesota","16",72997,"MN"
"Minnesota","17",71463,"MN"
"Minnesota","18",70683,"MN"
"Minnesota","19",71506,"MN"
"Minnesota","20",70536,"MN"
"Minnesota","21",70485,"MN"
"Minnesota","22",71579,"MN"
"Minnesota","23",70633,"MN"
"Minnesota","24",72696,"MN"
"Minnesota","25",74285,"MN"
"Minnesota","26",75751,"MN"
"Minnesota","27",77240,"MN"
"Minnesota","28",75161,"MN"
"Minnesota","29",76350,"MN"
"Minnesota","30",75019,"MN"
"Minnesota","31",75283,"MN"
"Minnesota","32",76349,"MN"
"Minnesota","33",77613,"MN"
"Minnesota","34",79565,"MN"
"Minnesota","35",77267,"MN"
"Minnesota","36",78038,"MN"
"Minnesota","37",78602,"MN"
"Minnesota","38",77470,"MN"
"Minnesota","39",77438,"MN"
"Minnesota","40",72056,"MN"
"Minnesota","41",69174,"MN"
"Minnesota","42",66598,"MN"
"Minnesota","43",63922,"MN"
"Minnesota","44",65012,"MN"
"Minnesota","45",61423,"MN"
"Minnesota","46",61633,"MN"
"Minnesota","47",64527,"MN"
"Minnesota","48",69982,"MN"
"Minnesota","49",71278,"MN"
"Minnesota","50",68291,"MN"
"Minnesota","51",66447,"MN"
"Minnesota","52",66875,"MN"
"Minnesota","53",69121,"MN"
"Minnesota","54",73784,"MN"
"Minnesota","55",76110,"MN"
"Minnesota","56",77519,"MN"
"Minnesota","57",77964,"MN"
"Minnesota","58",79482,"MN"
"Minnesota","59",79890,"MN"
"Minnesota","60",76695,"MN"
"Minnesota","61",75621,"MN"
"Minnesota","62",73793,"MN"
"Minnesota","63",70386,"MN"
"Minnesota","64",68961,"MN"
"Minnesota","65",66179,"MN"
"Minnesota","66",63334,"MN"
"Minnesota","67",61058,"MN"
"Minnesota","68",57900,"MN"
"Minnesota","69",55205,"MN"
"Minnesota","70",52012,"MN"
"Minnesota","71",50157,"MN"
"Minnesota","72",51460,"MN"
"Minnesota","73",37017,"MN"
"Minnesota","74",36737,"MN"
"Minnesota","75",35475,"MN"
"Minnesota","76",36530,"MN"
"Minnesota","77",31406,"MN"
"Minnesota","78",28616,"MN"
"Minnesota","79",26784,"MN"
"Minnesota","80",24893,"MN"
"Minnesota","81",23269,"MN"
"Minnesota","82",21322,"MN"
"Minnesota","83",20107,"MN"
"Minnesota","84",18311,"MN"
"Minnesota","85",5839,"MN"
"Minnesota","86",5839,"MN"
"Minnesota","87",5839,"MN"
"Minnesota","88",5839,"MN"
"Minnesota","89",5839,"MN"
"Minnesota","90",5839,"MN"
"Minnesota","91",5839,"MN"
"Minnesota","92",5839,"MN"
"Minnesota","93",5839,"MN"
"Minnesota","94",5839,"MN"
"Minnesota","95",5839,"MN"
"Minnesota","96",5839,"MN"
"Minnesota","97",5839,"MN"
"Minnesota","98",5839,"MN"
"Minnesota","99",5839,"MN"
"Minnesota","100",5839,"MN"
"Minnesota","101",5839,"MN"
"Minnesota","102",5839,"MN"
"Minnesota","103",5839,"MN"
"Minnesota","104",5839,"MN"
"Minnesota","105",5839,"MN"
"Mississippi","0",35518,"MS"
"Mississippi","1",36238,"MS"
"Mississippi","2",36965,"MS"
"Mississippi","3",37210,"MS"
"Mississippi","4",37547,"MS"
"Mississippi","5",37412,"MS"
"Mississippi","6",37184,"MS"
"Mississippi","7",38131,"MS"
"Mississippi","8",38096,"MS"
"Mississippi","9",38554,"MS"
"Mississippi","10",40138,"MS"
"Mississippi","11",41731,"MS"
"Mississippi","12",42818,"MS"
"Mississippi","13",41169,"MS"
"Mississippi","14",40426,"MS"
"Mississippi","15",40206,"MS"
"Mississippi","16",39856,"MS"
"Mississippi","17",39384,"MS"
"Mississippi","18",40203,"MS"
"Mississippi","19",41701,"MS"
"Mississippi","20",40055,"MS"
"Mississippi","21",40410,"MS"
"Mississippi","22",40252,"MS"
"Mississippi","23",40151,"MS"
"Mississippi","24",40649,"MS"
"Mississippi","25",40196,"MS"
"Mississippi","26",41132,"MS"
"Mississippi","27",41738,"MS"
"Mississippi","28",42243,"MS"
"Mississippi","29",41680,"MS"
"Mississippi","30",39659,"MS"
"Mississippi","31",36865,"MS"
"Mississippi","32",36215,"MS"
"Mississippi","33",36510,"MS"
"Mississippi","34",37509,"MS"
"Mississippi","35",36354,"MS"
"Mississippi","36",37414,"MS"
"Mississippi","37",38006,"MS"
"Mississippi","38",38306,"MS"
"Mississippi","39",38988,"MS"
"Mississippi","40",36163,"MS"
"Mississippi","41",35693,"MS"
"Mississippi","42",35512,"MS"
"Mississippi","43",34399,"MS"
"Mississippi","44",34919,"MS"
"Mississippi","45",34065,"MS"
"Mississippi","46",34820,"MS"
"Mississippi","47",36761,"MS"
"Mississippi","48",38188,"MS"
"Mississippi","49",37999,"MS"
"Mississippi","50",35717,"MS"
"Mississippi","51",35301,"MS"
"Mississippi","52",34970,"MS"
"Mississippi","53",35758,"MS"
"Mississippi","54",38461,"MS"
"Mississippi","55",39033,"MS"
"Mississippi","56",39109,"MS"
"Mississippi","57",39387,"MS"
"Mississippi","58",39681,"MS"
"Mississippi","59",40104,"MS"
"Mississippi","60",38821,"MS"
"Mississippi","61",38053,"MS"
"Mississippi","62",38346,"MS"
"Mississippi","63",36735,"MS"
"Mississippi","64",36642,"MS"
"Mississippi","65",34876,"MS"
"Mississippi","66",32774,"MS"
"Mississippi","67",31740,"MS"
"Mississippi","68",31008,"MS"
"Mississippi","69",30213,"MS"
"Mississippi","70",28776,"MS"
"Mississippi","71",28210,"MS"
"Mississippi","72",29539,"MS"
"Mississippi","73",21096,"MS"
"Mississippi","74",20723,"MS"
"Mississippi","75",19975,"MS"
"Mississippi","76",19967,"MS"
"Mississippi","77",17110,"MS"
"Mississippi","78",15780,"MS"
"Mississippi","79",14797,"MS"
"Mississippi","80",13569,"MS"
"Mississippi","81",12964,"MS"
"Mississippi","82",11219,"MS"
"Mississippi","83",10466,"MS"
"Mississippi","84",9593,"MS"
"Mississippi","85",2490,"MS"
"Mississippi","86",2490,"MS"
"Mississippi","87",2490,"MS"
"Mississippi","88",2490,"MS"
"Mississippi","89",2490,"MS"
"Mississippi","90",2490,"MS"
"Mississippi","91",2490,"MS"
"Mississippi","92",2490,"MS"
"Mississippi","93",2490,"MS"
"Mississippi","94",2490,"MS"
"Mississippi","95",2490,"MS"
"Mississippi","96",2490,"MS"
"Mississippi","97",2490,"MS"
"Mississippi","98",2490,"MS"
"Mississippi","99",2490,"MS"
"Mississippi","100",2490,"MS"
"Mississippi","101",2490,"MS"
"Mississippi","102",2490,"MS"
"Mississippi","103",2490,"MS"
"Mississippi","104",2490,"MS"
"Mississippi","105",2490,"MS"
"Missouri","0",71012,"MO"
"Missouri","1",72134,"MO"
"Missouri","2",74086,"MO"
"Missouri","3",75166,"MO"
"Missouri","4",75682,"MO"
"Missouri","5",75978,"MO"
"Missouri","6",75161,"MO"
"Missouri","7",75274,"MO"
"Missouri","8",75954,"MO"
"Missouri","9",76058,"MO"
"Missouri","10",76383,"MO"
"Missouri","11",78825,"MO"
"Missouri","12",79078,"MO"
"Missouri","13",78762,"MO"
"Missouri","14",78067,"MO"
"Missouri","15",77994,"MO"
"Missouri","16",77767,"MO"
"Missouri","17",77204,"MO"
"Missouri","18",76383,"MO"
"Missouri","19",80323,"MO"
"Missouri","20",80313,"MO"
"Missouri","21",81129,"MO"
"Missouri","22",81319,"MO"
"Missouri","23",80806,"MO"
"Missouri","24",81231,"MO"
"Missouri","25",82492,"MO"
"Missouri","26",83529,"MO"
"Missouri","27",87108,"MO"
"Missouri","28",87237,"MO"
"Missouri","29",85048,"MO"
"Missouri","30",81566,"MO"
"Missouri","31",78835,"MO"
"Missouri","32",78678,"MO"
"Missouri","33",80493,"MO"
"Missouri","34",80901,"MO"
"Missouri","35",78164,"MO"
"Missouri","36",80306,"MO"
"Missouri","37",79421,"MO"
"Missouri","38",79064,"MO"
"Missouri","39",80090,"MO"
"Missouri","40",74472,"MO"
"Missouri","41",72679,"MO"
"Missouri","42",71164,"MO"
"Missouri","43",68257,"MO"
"Missouri","44",70122,"MO"
"Missouri","45",67442,"MO"
"Missouri","46",68678,"MO"
